[32387.073] (S)シャケ猫: ルーレットみたい
[32389.520] (S)わしのしわ: いてらー
[32392.763] (S)kyubeisan: いってらー
[32396.696] NiKU9m: ナイス定点
[32398.154] (S)シャケ猫: いってらー
[32399.037] (S)お野さい: いてら～
[32402.026] しぴぴ: いってら〜
[32403.074] ふか_321: いってらー
[32405.143] ryuki1126: 定点助かる
[32425.841] daichaaan12: ひのらんかわええな〜
[32434.076] (S)シャケ猫: ひーのーらん
[32545.464] 肉_電気: meshikutteru?
[32556.335] noah0053: mesisagasiteru
[32561.335] RP_RidelPlayer: 飯探してくるって
[32583.411] (S)burujoe: かみーととしすこ？
[32583.955] さくぅ_: おかいも
[32584.529] (S)kyubeisan: おかいも
[32587.807] (S)えりち_: おかえりー
[32595.622] しぴぴ: おかえも〜
[32605.569] (S)burujoe: おか
[32620.280] hamanista_: 今日もチャーハン
[32624.238] noah0053: 昨日もチャーハン
[32625.735] (S)わしのしわ: ないちゃー
[32637.804] (S)えりち_: ないちゃー
[32638.490] さくぅ_: 冷凍担々麺うまいよー
[32643.145] ザック05: ツァーハン
[32651.597] hamanista_: どこのがうまい
[32653.791] (S)owo_8o8: ナイス備え
[32654.380] (S)akahige9280: おかえりー
[32654.444] (S)かなるな: 気おつけて
[32657.167] rikuwa_spbv: RUSTのために？
[32657.362] (S)わしのしわ: あんた野菜は食べてんか？？
[32669.555] (S)かなるな: 野菜食べなはれ
[32704.243] (S)kyubeisan: 個人部屋あるのいいな～
[32720.672] rikuwa_spbv: ありぴー
[32731.059] (S)えりち_: www
[32733.817] (S)お野さい: www
[32735.190] (S)kyubeisan: www
[32739.666] (S)akahige9280: www
[32742.499] (S)rootlic: 良い声
[32745.964] inufu: www
[32746.381] さくぅ_: ありぴだ
[32746.553] ふか_321: www
[32747.831] (S)わしのしわ: ARKに続いてRustでもトラバサミにやられてるよ
[32749.836] RP_RidelPlayer: やられとるｗｗ
[32751.128] (S)えりち_: 部屋にいるだけでおもろいwww
[32752.769] (S)zakiyoka: 楽しそうで
[32755.517] masa_0501: 大の字笑
[32762.851] (S)わしのしわ: tonaka2Wwwwww
[32764.880] yula_jp: カニピw
[32767.708] (S)zakiyoka: 事件現場
[32768.836] rikuwa_spbv: www
[32773.174] (S)akahige9280: www
[32776.361] ザック05: 鬼きたw
[32778.014] (S)kyubeisan: www
[32781.715] (S)お野さい: wwww
[32781.878] (S)owo_8o8: wwwww
[32792.755] (M)Nightbot: 面白いシーンなどがあれば”名前”をつけてクリップしてもらえると嬉しいです！もしかしたらそのシーンが切り抜きで出てくるかもです！メンバー、サブスク限定のディスコードサーバーもあるので是非はいってみてください！
[32793.304] (S)r1ku_0701: tonaka2Wwwwww
[32797.534] (S)akahige9280: tonaka2Wwwwww
[32801.225] (S)わしのしわ: 終わってるww
[32803.396] (S)ゴルスタ: tonaka2Wwwwww
[32805.877] らおにゃんこ: イタズラ小僧どもがwww
[32825.648] ミスタ一: ｗｗｗｗｗｗ
[32830.909] (S)わしのしわ: 死んだー！！ 
[32830.914] (S)owo_8o8: wwwwwwww
[32831.142] (S)zakiyoka: www
[32831.434] rikuwa_spbv: www
[32831.994] (S)お野さい: tonaka2Wwwwww
[32836.188] (S)ゴルスタ: ww
[32839.010] (S)かなるな: ダメかー
[32844.679] (S)zakiyoka: 炎か？
[32848.399] daichaaan12: 天才たちがいっぱいいるな〜ww
[32854.613] (S)ららく: 視点神 
[32933.055] (S)r1ku_0701: いったんチルか
[32933.268] spd_haruhina: エペやなぁ
[32978.379] iden_tt: なんかFPS下がってる？
[33016.359] (S)owo_8o8: 爆竹残ってないんか
[33051.907] (S)r1ku_0701: tonaka2Wwwwww
[33065.434] (S)zakiyoka: いけるか？
[33071.960] (S)junn_0212: 裏画面いってるみたいな画面になってるね
[33082.731] ザック05: なるせさん頼む
[33129.350] (S)owo_8o8: wwww
[33134.975] (S)akahige9280: www
[33135.782] inufu: www
[33156.122] ふか_321: www
[33173.634] (S)r1ku_0701: 白状はやwwww
[33174.742] (S)千茶: www
[33178.372] (S)owo_8o8: wwwwwwwwwww
[33178.438] hydra0900: www
[33179.229] mi7145u: てゅるてゅーるー
[33185.261] osyou987: wwww
[33185.962] (S)わしのしわ: 世界最速の事件解決
[33188.520] (S)akahige9280: 自白したwww
[33189.491] daichaaan12: 今のおもろw
[33199.937] (S)わしのしわ: 4000かぁー
[33219.516] さくぅ_: 高いなー
[33225.756] kiloyyyyt: ラグでやばそう
[33232.435] kykyon_kyon: ww
[33236.434] daichaaan12: チャーハン「解せぬ」
[33250.212] kykyon_kyon: いい景色
[33253.520] oookaiefooo: 今来たけどなんかFPS低くないですか？
[33256.071] (S)わしのしわ: 富豪アピ？
[33277.891] (S)わしのしわ: ？、
[33287.135] (S)junn_0212: wwwwwww
[33290.369] kykyon_kyon: え
[33290.413] ミスタ一: ｗｗｗｗｗｗｗｗ
[33291.605] (S)わしのしわ: tonaka2Wwwwww
[33292.115] (S)えまㅇ: wwwwww
[33293.259] さくぅ_: www
[33293.629] daichaaan12: www
[33293.856] ふか_321: wwwwwwww
[33295.143] ごんざれすやまだ: w
[33295.302] RP_RidelPlayer: 爆速ｗｗｗ
[33295.312] (S)大きな寿司: ｗｗｗｗｗ
[33295.932] papillon779: wwwwww
[33296.078] (S)annindo__fu: tonaka2Wwwwww
[33298.917] (S)owo_8o8: wwwwwwwwwwwwwww
[33299.748] (S)わしのしわ: フラグ回収はっや
[33300.397] (S)akahige9280: tonaka2Wwwwww
[33300.438] (S)burujoe: ｗｗｗｗｗ
[33300.684] (S)こためっと: wwwwwwwwww
[33303.031] ふか_321: はやすぎw
[33303.845] kykyon_kyon: まっさかさま
[33305.438] denden64___: wwwwwwwww
[33305.835] kikkuokiku: 余裕で4んでんだよねww
[33306.838] inufu: wwwwww
[33307.572] (S)owo_8o8: アレ...？
[33310.018] doutin0315: ダサいw
[33310.201] ミスタ一: あ、余裕っす（墜落
[33311.306] さくぅ_: 早かったなー
[33311.983] rikuwa_spbv: フラグ回収早すぎwww
[33312.333] (S)こためっと: あまりにもはやいフラグ回収
[33313.786] (S)かなるな: あれ？
[33315.237] acelora_d: 余裕とはｗ
[33318.028] (S)zakiyoka: わざとだよね？
[33333.286] (S)わしのしわ: 余裕
[33338.427] RP_RidelPlayer: ヘリ置き場ゲートあったやん
[33339.895] (S)owo_8o8: チャウネンチャウネン
[33343.288] (S)かなるな: 余裕とは
[33346.602] (S)junn_0212: ﾗｸﾞｲﾖﾈ
[33349.683] _けんし_: ショップのテレポが練習場行きじゃなかったっけ
[33359.531] (S)こためっと: チャ・ウンスヨ
[33362.630] (S)かなるな: ラグなら仕方ないね。うん
[33376.366] (S)akahige9280: https://clips.twitch.tv/FriendlyQuaintCourgetteDuDudu-CxwfPJFMo7fWGvLR
[33389.618] RP_RidelPlayer: なんかうえ燃えてない？ｗ
[33443.155] _けんし_: 耐久減って爆発でもしたか
[33470.174] ミスタ一: ｗｗｗｗｗｗｗｗｗ
[33471.351] (S)えりち_: wwwwww
[33471.612] (S)akahige9280: tonaka2Wwwwww
[33473.512] komedaketukuru: wwwwwww
[33474.289] shoota8982: 家が
[33476.696] (S)owo_8o8: wwwwwwwwwwwww
[33479.095] Nmk0704: ｗｗｗｗｗｗｗ
[33484.045] (S)フ工ﾉﾚ: 実際ラグいな草
[33487.686] (S)akahige9280: ヘリレイドきた
[33488.397] (S)ららく: wwwwww
[33488.473] (S)こためっと: まっずい
[33491.616] (S)わしのしわ: 大惨事wwww
[33493.319] mi7145u: あ、
[33493.504] (S)かなるな: あ〜
[33495.173] (S)absolution11111: さ、さ
[33496.018] rikuwa_spbv: やばーい
[33496.328] めそついの姿: なにやってんの？
[33501.780] noah0053: 大事故ｗｗｗｗｗｗｗ
[33502.403] あすか0119: www
[33503.136] (S)えりち_: みずーーー！！！
[33507.749] (S)owo_8o8: 誰かー！！！
[33508.098] (S)かなるな: 水ー
[33508.389] あすか0119: みずーー！
[33509.906] Tora_2s: www
[33515.731] (S)かなるな: 火事！！！
[33518.165] osyou987: 謝罪配信しないとｗ
[33526.664] (S)わしのしわ: どなたの家？www
[33534.263] kiloyyyyt: いまのはラグ過ぎた
[33549.682] ミスタ一: まっずいｗｗｗ
[33550.540] (S)わしのしわ: 証拠隠滅！！！
[33550.547] (S)akahige9280: https://clips.twitch.tv/ImportantVivaciousDragonfruitHeyGuys-SQ1MB7ZSZwJoFO4k
[33553.023] しぴぴ: やったなw
[33553.147] emmafujiwa: まってwwwなんでこうなってるのwwwww
[33554.900] kamaboko0000: レイドや
[33559.935] ふか_321: まっずいまっずい
[33560.707] (S)わしのしわ: 直せばなかったことになる！
[33562.673] (S)owo_8o8: 戦争、ですか
[33567.325] noah0053: 公式鯖か？？ｗ
[33570.633] しぴぴ: 自拠点レイドwww
[33570.935] (S)あずきです: 今北産業！何事？？？
[33575.424] ichito1818: やってんなぁwwww
[33581.827] ミスタ一: 戦が始まる…！
[33581.955] gyumiso: スーツ用意しようか
[33582.811] さくぅ_: やらかした
[33584.977] (S)zakiyoka: おふざけが過ぎますよww
[33588.810] (S)かなるな: ヘリで火事に
[33589.852] RP_RidelPlayer: 謝罪も込めていくつか気持ち込めよう
[33591.368] osyou987: ガクンって横に移動してたね
[33592.053] rikuwa_spbv: 急に、ガクンってなったねw
[33592.753] inufu: 社長の謝罪会見開くかあwww
[33593.953] 白瀬加蓮: 山下社長やらかす
[33594.228] しぴぴ: ドーンってねw
[33595.306] azarashi_ft: これ誰の家？
[33600.204] (S)akahige9280: おやすみー
[33600.223] 浅_74: 前回は乾殿が333にやられてたなw
[33600.723] (S)かなるな: ガクンって
[33606.082] (S)あずきです: なるへそ、さんくす！
[33612.228] (S)owo_8o8: れんきゅん 
[33616.235] (S)えりち_: お詫びの品持っていかないとー
[33617.806] 白瀬加蓮: 社長謝罪会見待ったなし
[33627.223] Nmk0704: 釈迦さん家じゃなくてよかったｗ
[33632.155] (S)akahige9280: https://clips.twitch.tv/ImportantVivaciousDragonfruitHeyGuys-SQ1MB7ZSZwJoFO4k
[33651.933] さくぅ_: だれの家？
[33651.990] (S)ginchon: ginchon subscribed with Prime. 
[33657.266] amrek0627: 外？
[33660.634] 白瀬加蓮: こーれちくちくらいじんあるぞ
[33663.157] (S)かなるな: やらかしたー
[33672.958] (S)r1ku_0701: ラグやばいな
[33683.801] 浅_74: 読み込みでラグくなるのよね
[33686.351] (S)akahige9280: よう生きてたよw
[33704.929] (S)えりち_: www
[33706.470] ミスタ一: ｗｗｗｗｗｗｗｗｗ
[33706.742] azarashi_ft: あ、ホロライブ
[33707.010] (S)akahige9280: あ
[33709.287] Tora_2s: www
[33713.260] (S)owo_8o8: wwwwwww
[33714.632] (S)junn_0212: 余計に気まずいw
[33714.982] iden_tt: ボス一緒にやってた
[33715.068] (S)あずきです: 一旦、焦げ付いてるかww
[33715.464] (S)わしのしわ: ガチ気まずいやつwww
[33715.632] gyumiso: まずめか
[33715.889] (S)かなるな: お家は重いからな
[33717.631] Nmk0704: あｗ
[33718.129] pokupokv: wwwwwww
[33719.526] しぴぴ: まずーいw
[33720.346] hydra0900: 初対面まずいw
[33722.590] shoota8982: 番田さんとか代表とか？
[33726.913] (S)こためっと: 代表のとこか
[33732.237] しぴぴ: 絡みなーいw
[33736.866] (S)かなるな: 初対面は気まず
[33747.497] (S)わしのしわ: 新築
[33748.938] (S)かなるな: やらかしが
[33750.034] (S)zakiyoka: 事故物件
[33750.463] なひいす3: きまずｗｗ
[33756.255] ミスタ一: 新築が事故物件に
[33756.833] doraga0: 風通し良くしておきました
[33760.537] おんそくまる: 代表のトコか
[33763.040] ichito1818: 新築に墜落したんかwww
[33767.889] (S)かなるな: 新築が
[33773.399] (S)わしのしわ: 新築が事故物件に
[33774.577] しぴぴ: あとでお詫びの品をw
[33777.415] (S)こためっと: 風通しのいいお家になったね
[33786.254] (S)えりち_: 菓子折りをー
[33786.639] しぴぴ: せやねw
[33786.836] (S)わしのしわ: 詫び石
[33787.159] RP_RidelPlayer: ネイルガン持っとるね
[33789.644] (S)あずきです: 木をBOXパンとか？
[33794.905] doraga0: 一応なずぴは知り合いだよ
[33801.921] ミスタ一: いったんチャーハン
[33802.523] (S)r1ku_0701: いったん、家の損傷した部分の素材か
[33803.159] yula_jp: wwww
[33806.532] 浅_74: 飯w
[33807.189] (S)わしのしわ: このタイミングでご飯www
[33807.404] (S)あずきです: 現実逃避か笑
[33807.672] しぴぴ: タイミングw
[33810.170] gyumiso: 喉通らん
[33811.965] (S)owo_8o8: wwwwwww
[33813.942] Tora_2s: タイミングww
[33816.411] ichito1818: 喉通るかw
[33821.209] (S)かなるな: 一旦ね
[33827.133] しぴぴ: 一旦リフレッシュやなw
[33827.364] (S)zakiyoka: ひとまず
[33831.756] (S)itoshikimethu: まぁしゃーなしやなw
[33837.609] (S)えりち_: 見えるところで食べた方がいいね
[33842.490] (S)zakiyoka: 何ビュー？
[33844.271] (S)わしのしわ: あの家出入り口でかいな
[33845.479] regu13579: ガレージみたいになっとる
[33847.752] ザック05: 無表情で食べるチャーハンか一旦
[33848.557] しぴぴ: 風穴空いとるなw
[33849.067] (S)かなるな: これ白飯やった？(白目)
[33853.848] ichito1818: あそこだけポコッとあいてんのまじおもろい
[33861.203] ミスタ一: ガレージの入口みたいな穴開いてるｗ
[33875.877] (S)r1ku_0701: 詫びスクラップか
[33877.599] RP_RidelPlayer: いっててらー
[33877.893] (S)zakiyoka: 起きたらびっくりだろうなー
[33878.415] (S)かなるな: すっかり風通しが
[33879.137] しぴぴ: いってら〜
[33883.708] ミスタ一: いてら
[33890.256] さくぅ_: 気をつけてー
[33891.298] (S)わしのしわ: 味わってこい^ ^
[33891.863] めそついの姿: 番田さん、アステル君、LEON代表、寧々丸、GO月島さん、イズル君か
[33893.643] (S)ともい: いてら
[33914.303] RP_RidelPlayer: 番長チームの家だったのかｗ
[33917.678] さくぅ_: 寧々丸がいるぞ
[33935.687] (S)r1ku_0701: 代表と寧々丸いるなら、話できそうやね
[33950.008] さくぅ_: 今だれもin
[33962.295] (S)かなるな: LEON代表とねねまるさんに仲を何とか
[33968.798] maszou1011jd: LEONさんいるね
[33970.261] さくぅ_: してないのかな
[34004.753] (S)fuji_33_: 笑ったぁ…おもろかったぁ
[34013.330] ミスタ一: ｗｗｗｗｗｗ
[34018.086] (S)owo_8o8: wwwwww
[34020.471] noah0053: 後ろで悪事の相談してるｗｗｗ
[34025.914] (S)わしのしわ: この人罪悪感に駆られながらチャーハン喰ってます
[34030.288] (S)owo_8o8: 何も聞かなかった
[34031.368] (S)こためっと: 企んでるなぁ
[34037.674] (S)junn_0212: すぐ近くに水があってよかったね
[34039.745] ミスタ一: 過去一味のしないチャーハン食ってます
[34039.845] (S)あずきです: ととみさん、また死んどるwwww
[34044.016] 脳筋ハム: ﾅﾝﾆﾓｷｺｴﾅｲﾅｰ
[34051.490] Nmk0704: らい様とととみｗｗｗ
[34057.014] (S)こためっと: らいさまとととみしにまくってるけど大丈夫か？
[34078.827] Nmk0704: 黒さんのアトラクションで遊んでるんでしょｗ
[34091.180] (S)わしのしわ: 楽しんできてね〜
[34105.408] (S)わしのしわ: ？！
[34107.033] (S)あずきです: どした？？
[34109.911] さくぅ_: アスレチック黒さんのだったのか
[34118.198] さくぅ_: ん？
[34121.913] RP_RidelPlayer: 軽く代表の見たらボス攻略行ってたからしばらくは戻らなさそう
[34124.515] (S)かなるな: ん？
[34131.462] itoito58: 謝罪は初手が肝心や
[34155.355] (S)かなるな: 平身低頭謝ろう
[34159.553] めそついの姿: 黒さんのはアスレチックじゃなくてトラップタ…
[34181.319] (S)えりち_: 謝罪エモートないのかな？
[34185.186] (S)わしのしわ: クリアさせる気のないタイプのアスレチック
